Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,CCA,RCCA,RTSS,Count,avg_FC
Baiap2,5.10E-158,0.41439875,0.647,0.086,1.80E-153,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.513460499
Bsg,3.51E-110,-0.250349053,1,1,1.24E-105,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.778528988
Cacng2,1.17E-147,-0.279863464,0.958,0.998,4.10E-143,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.75588694
Cacng5,6.86E-153,0.515180925,0.558,0.004,2.41E-148,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.673941332
Cadm1,2.20E-56,0.412918445,0.993,0.993,7.74E-52,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.511221773
Calb1,2.40E-75,-1.550264235,0.203,0.525,8.44E-71,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.212191898
Calb2,1.81E-167,2.406200032,0.668,0.098,6.39E-163,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,11.09173273
Camk2a,8.17E-86,0.321875937,0.927,0.765,2.88E-81,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.379713594
Camk2b,4.22E-84,0.403787868,0.997,0.994,1.49E-79,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.497486249
Car2,4.28E-167,-0.331192767,0.247,0.845,1.51E-162,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.718066736
Cckbr,1.21E-197,-0.255799667,0.02,0.599,4.27E-193,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.774297071
Cd164,1.83E-174,-0.673270076,0.73,0.987,6.45E-170,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.510037985
Cd200,1.44E-144,0.697219509,0.986,0.981,5.08E-140,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,2.008161263
Cd24a,5.93E-47,0.601021969,0.268,0.036,2.09E-42,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,,1,1.823981901
Cd47,1.78E-57,-0.294387162,0.986,1,6.27E-53,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,,1,0.744988005
Cd81,1.72E-73,0.309983421,0.998,0.999,6.04E-69,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.36340251
Cdh10,6.03E-43,0.329150217,0.854,0.69,2.12E-38,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.389786609
Cdh6,2.39E-68,0.349263136,0.445,0.096,8.40E-64,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.418022274
Cdh8,1.53E-21,0.302303018,0.657,0.567,5.38E-17,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.352971139
Cfl1,3.75E-145,-0.271937694,1,1,1.32E-140,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.761901731
Chat,1.09E-50,0.29798488,0.226,0.003,3.83E-46,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.347141419
Chrna4,3.76E-208,0.530261033,0.837,0.195,1.33E-203,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.699375844
Chrna5,5.36E-80,0.347308051,0.375,0.028,1.89E-75,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.415252628
Cited2,2.75E-69,0.288465327,0.968,0.972,9.68E-65,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.334378082
Cnih2,4.25E-69,0.291835341,0.967,0.949,1.50E-64,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.33888254
Cnr1,0,2.003145721,1,0.729,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,7.412336606
Cntn6,1.86E-38,0.334513221,0.789,0.644,6.55E-34,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.397260063
Cntnap4,5.83E-210,-0.601774886,0.332,0.965,2.05E-205,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.547838422
Cplx1,0,-1.437265326,0.989,1,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.237576566
Cplx2,1.66E-294,1.089425633,0.973,0.449,5.85E-290,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.972566238
Cplx3,9.56E-35,0.283828083,0.236,0.047,3.37E-30,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.32820457
Crh,1.48E-277,3.147236795,0.883,0.115,5.23E-273,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,23.27167126
Ctnnb1,3.06E-13,0.252193194,0.846,0.913,1.08E-08,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.286844624
Cx3cl1,3.69E-29,0.309997264,0.998,1,1.30E-24,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,,1,1.363421384
Cxadr,3.82E-28,0.283186937,0.695,0.55,1.34E-23,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.32735327
Cyfip1,1.28E-23,0.25272771,0.655,0.539,4.51E-19,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.287532647
Cyp46a1,1.95E-209,-0.661000541,0.884,0.999,6.86E-205,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.516334462
Dab1,4.49E-60,0.396962689,0.853,0.694,1.58E-55,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.487300436
Dap3,4.96E-65,-0.250526021,0.944,0.997,1.75E-60,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.778391225
Dbi,6.67E-68,0.289439061,0.971,0.973,2.35E-63,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.335678044
Dgkb,2.01E-129,0.528214669,0.747,0.256,7.06E-125,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.695901858
Dlg2,8.23E-23,0.280501537,0.965,0.973,2.90E-18,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.323793577
Dlgap2,2.63E-174,-0.402220538,0.531,0.965,9.28E-170,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.668833226
Dnm1,2.47E-157,-0.530330744,0.997,1,8.68E-153,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.588410324
Dscam,2.20E-199,0.383305862,0.8,0.127,7.75E-195,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.4671267
Dtnbp1,1.63E-107,-0.315060746,0.682,0.975,5.74E-103,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.729744544
Efr3a,9.70E-112,-0.46103986,0.961,0.997,3.42E-107,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.63062754
Egfr,2.19E-149,0.423890876,0.562,0.015,7.71E-145,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,1.527894855
Egr1,4.39E-118,0.676977887,0.688,0.25,1.55E-113,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.967921455
Epha4,2.10E-40,0.266961834,0.46,0.206,7.40E-36,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.305990601
Erbb4,1.64E-64,-0.311183985,0.993,0.999,5.78E-60,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.73257908
Fabp5,1.47E-106,0.418472883,0.975,0.988,5.17E-102,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.519639116
Fez1,3.66E-198,-0.536033871,0.998,1,1.29E-193,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.585064097
Flot1,2.37E-65,0.345445676,0.921,0.926,8.35E-61,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,1,1,1.41261935
Flrt3,5.23E-34,-0.256190755,0.586,0.791,1.84E-29,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.773994311
Fndc3a,1.80E-51,0.357334132,0.801,0.7,6.32E-47,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.429513436
Fut9,6.68E-183,-0.705212808,0.669,0.988,2.35E-178,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.494003435
Gabbr1,2.22E-53,0.27036188,0.998,0.999,7.83E-49,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.310438586
Gnai1,8.58E-63,0.565755227,0.966,0.959,3.02E-58,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.760777067
Gnai2,4.00E-71,0.321584646,0.9,0.836,1.41E-66,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.379311754
Gria1,3.77E-69,-0.347621742,0.966,0.999,1.33E-64,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.706366014
Gria2,9.61E-126,0.505315092,1,1,3.38E-121,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.657507706
Gria4,1.25E-70,-0.391642881,0.949,0.983,4.39E-66,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.675945464
Grik1,3.11E-72,-0.264215055,0.517,0.887,1.10E-67,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.767808401
Grik2,6.00E-38,0.54523115,0.855,0.859,2.11E-33,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.725007072
Grin2b,5.10E-24,0.278600425,1,1,1.79E-19,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.321279288
Grin3a,5.62E-83,0.535803841,0.482,0.106,1.98E-78,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.708821311
Grm1,2.58E-101,0.339748516,0.616,0.164,9.08E-97,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.404594313
Grm7,1.09E-124,0.657794116,0.79,0.432,3.84E-120,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.930529111
Grm8,2.17E-108,0.59647271,0.467,0.033,7.63E-104,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.815702981
Gstp1,5.49E-161,0.468196457,1,0.999,1.93E-156,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.597111136
Gucy1a3,2.28E-109,-0.337079921,0.455,0.943,8.03E-105,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.713851786
Hap1,2.03E-83,0.324128212,0.725,0.39,7.14E-79,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.38282459
Hrh2,4.52E-45,0.287516671,0.465,0.206,1.59E-40,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.333112816
Htr2c,7.96E-57,0.39224718,0.606,0.304,2.80E-52,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.480303568
Igf1,0,1.937388305,0.983,0.355,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,6.940600548
Kcnn2,7.05E-52,0.379420561,0.852,0.769,2.48E-47,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.46143753
Kit,3.54E-223,1.173956531,0.81,0.102,1.25E-218,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,3.234765804
Lgals1,5.97E-229,-1.21553247,0.124,0.769,2.10E-224,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,,1,0.296552067
Lgi1,1.22E-173,0.690908516,0.935,0.625,4.29E-169,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.995527679
Lrfn5,1.24E-42,0.358341804,0.882,0.808,4.37E-38,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.430954643
Lrrc7,3.44E-63,0.280332821,0.816,0.651,1.21E-58,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.323570251
Lrrtm1,1.27E-113,0.561539049,0.855,0.536,4.47E-109,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.753368946
Lrrtm2,5.02E-75,-0.331994999,0.658,0.963,1.77E-70,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.717490911
Magi1,4.60E-38,0.300280862,0.995,0.993,1.62E-33,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.350237985
Map1a,2.05E-124,-0.431152174,0.858,0.998,7.20E-120,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.649760027
Mef2c,2.73E-180,-0.687895304,0.965,1,9.61E-176,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.502632846
Mgll,2.36E-39,0.329863043,0.904,0.933,8.32E-35,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.390777639
Mllt4,4.66E-62,0.304118176,0.949,0.964,1.64E-57,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,1,1,1.355429226
Ncam1,5.37E-154,0.60194725,0.999,1,1.89E-149,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,1.825670378
Negr1,4.60E-73,0.431160058,0.989,0.933,1.62E-68,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.539041866
Npy2r,5.70E-126,0.849515952,0.49,0.01,2.01E-121,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.338514625
Npy5r,3.82E-167,0.49129643,0.617,0.022,1.35E-162,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.634433776
Nr2e1,3.82E-191,0.377068516,0.657,0.006,1.35E-186,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.458004203
Nr3c2,2.93E-107,0.340033244,0.898,0.706,1.03E-102,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.404994297
Nrxn1,2.93E-137,0.471973303,1,0.999,1.03E-132,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,1.603154584
Nrxn3,5.36E-241,0.846515245,1,0.999,1.89E-236,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.331507945
Ntrk2,7.20E-19,0.256624762,0.974,0.999,2.54E-14,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.292560018
Pacsin2,9.88E-91,-0.409829434,0.778,0.987,3.48E-86,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.663763456
Paip2,1.94E-120,-0.309847137,0.996,1,6.83E-116,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.733559082
Pcdh10,2.36E-65,0.426638245,0.954,0.839,8.32E-61,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.532098317
Pcdh18,2.52E-147,0.581523737,0.604,0.054,8.89E-143,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.788761958
Pcdh20,1.92E-118,0.686046676,0.548,0.077,6.78E-114,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.985849289
Pcdh8,6.15E-78,0.633036124,0.712,0.413,2.16E-73,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,1,1,1.883319901
Pik3r1,1.33E-74,0.552970048,0.913,0.824,4.69E-70,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.738408515
Plcb4,6.49E-14,0.251697816,0.768,0.741,2.29E-09,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.286207307
Plk2,2.48E-25,0.453848432,0.832,0.857,8.74E-21,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.574359357
Pnkd,1.05E-179,-0.596738663,0.949,0.999,3.70E-175,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.550604418
Pnn,2.78E-31,0.292140952,0.977,0.989,9.81E-27,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.33929178
Podxl2,3.11E-111,0.507323325,0.998,0.998,1.10E-106,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.660839712
Prdx2,1.05E-85,-0.25228753,1,1,3.71E-81,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.777021289
Prkar2b,3.08E-49,0.408443654,0.923,0.913,1.08E-44,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.504474479
Ptn,2.42E-222,-0.52304553,0.242,0.891,8.54E-218,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.592712672
Ptpn5,1.07E-51,0.370521317,0.935,0.894,3.76E-47,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.44848954
Ptprd,1.18E-172,0.908278181,0.996,0.972,4.15E-168,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,1,1,2.48004866
Ptprm,3.28E-297,-0.476833455,0.109,0.921,1.16E-292,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.620745903
Rab3a,2.83E-246,-0.425136726,1,1,9.97E-242,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.653680404
Rab5a,1.21E-74,-0.294864026,0.868,0.988,4.26E-70,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.744632831
Rasgrf2,1.75E-68,-0.251505899,0.553,0.898,6.16E-64,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.77762887
Rasgrp1,8.66E-106,-0.282392264,0.158,0.59,3.05E-101,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.753977868
Rgcc,0,-0.465254376,0.041,0.9,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.627975343
Rgs4,5.93E-166,-0.813722251,0.355,0.894,2.09E-161,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.443205271
Rims2,8.96E-46,0.341664241,0.966,0.964,3.15E-41,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.407287709
Rims3,1.04E-76,0.380944089,0.895,0.703,3.65E-72,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.463665768
Rock1,7.32E-16,0.251622416,0.862,0.881,2.58E-11,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,1.286110331
Serpine2,6.89E-138,1.452185068,0.641,0.126,2.42E-133,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,1,1,4.272439895
Shisa6,1.36E-219,0.489534053,0.735,0.021,4.77E-215,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.631555824
Shisa9,3.94E-09,0.314010906,0.74,0.835,0.000138623,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.368904666
Sirpa,1.54E-105,-0.353401542,0.661,0.972,5.42E-101,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.702295136
Slc1a1,1.48E-64,-0.277742657,0.725,0.967,5.21E-60,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.757491732
Slc24a2,2.06E-227,-0.958559003,0.942,0.997,7.26E-223,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.383445031
Slc6a1,1.11E-178,-0.687223154,1,1,3.91E-174,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.502970804
Slit2,1.49E-269,-0.329971114,0.023,0.768,5.24E-265,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.718944501
Snap25,1.69E-259,-0.560441123,1,1,5.95E-255,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.570957146
Snca,3.01E-181,0.786148356,0.986,0.685,1.06E-176,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.194926051
Socs5,4.11E-15,0.307607604,0.882,0.959,1.45E-10,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.36016716
Sorcs3,0,0.947520485,0.965,0.057,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.579306295
Sparcl1,7.68E-224,-1.079965121,0.862,1,2.70E-219,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,0.339607371
Spint2,5.04E-83,0.26962359,0.428,0.066,1.77E-78,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.30947146
Sqstm1,2.96E-121,0.479418142,0.999,1,1.04E-116,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.61513435
Syt3,2.00E-70,-0.254826305,0.644,0.933,7.04E-66,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.775051109
Tac1,0,-3.142874097,0.078,0.952,0,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.043158578
Tac2,1.77E-160,3.291215814,0.677,0.129,6.24E-156,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,26.87551943
Tfrc,3.03E-75,-0.344983882,0.703,0.964,1.07E-70,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,0.708231769
Thy1,1.18E-110,0.482750001,0.988,1,4.17E-106,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,1,,1,1.620524725
Tmem25,5.05E-89,-0.371306377,0.663,0.962,1.78E-84,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,0.68983256
Vgf,2.36E-143,0.781087854,0.963,0.893,8.31E-139,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,2.18384668
Vstm2l,1.32E-268,0.778060425,0.998,0.983,4.66E-264,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,1,,,1,2.177245237
Wnt5a,2.71E-126,0.527547754,0.551,0.06,9.53E-122,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.694771213
Wnt7a,3.26E-133,0.34280484,0.518,0.016,1.15E-128,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,,1,1,1.408893775
Zbtb16,8.27E-212,0.682948335,0.972,0.788,2.91E-207,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.979705973
Zmiz1,5.20E-81,0.287153257,0.73,0.394,1.83E-76,ALM,VIP vs PV,GABA,GABA ALM VIP vs PV,,1,,1,1.332628432
Akap5,8.46E-246,-0.609121223,0.895,0.998,2.98E-241,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.543828563
Alcam,2.20E-27,0.714930807,0.769,0.754,7.74E-23,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,2.044045244
Amigo1,5.79E-23,0.25365074,0.832,0.812,2.04E-18,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.288721627
Ank3,1.38E-82,0.395604657,1,0.999,4.85E-78,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.485282006
Asic1,4.50E-220,0.648155255,0.932,0.623,1.58E-215,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.912010402
Atf4,8.28E-60,0.321851755,0.993,1,2.91E-55,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.37968023
Atp1b2,6.70E-73,0.311892283,0.989,0.902,2.36E-68,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.366007543
Bscl2,2.94E-84,-0.289143041,0.984,0.999,1.04E-79,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.748905074
Bsg,7.61E-127,-0.298948469,1,1,2.68E-122,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.741597624
Cacng3,9.30E-233,-0.870105408,0.578,0.977,3.28E-228,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.418907391
Cacng5,4.53E-30,0.349708406,0.558,0.387,1.59E-25,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.418653817
Calb1,0,-3.259568296,0.203,0.911,0,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.038404974
Calb2,4.80E-86,1.301296786,0.668,0.315,1.69E-81,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,3.674058047
Camk2a,1.22E-72,0.286652481,0.927,0.834,4.29E-68,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.331961251
Cd24a,1.14E-42,0.595742602,0.268,0.068,4.02E-38,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,1,,1,1.814377805
Cdh13,8.47E-151,-1.124482618,0.515,0.863,2.98E-146,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.32482048
Cdh6,1.32E-102,0.40865552,0.445,0.068,4.64E-98,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.50479326
Cdh9,7.38E-123,-0.705771074,0.181,0.615,2.60E-118,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,0.493727727
Cfl1,5.35E-147,-0.255616593,1,1,1.88E-142,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.774438837
Chat,8.16E-63,0.297984311,0.226,0.004,2.87E-58,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.347140652
Chrm2,9.95E-88,-0.26197534,0.034,0.351,3.50E-83,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.76953
Chrna5,1.32E-89,0.341453873,0.375,0.041,4.65E-85,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.406991692
Cited2,3.43E-46,0.253061904,0.968,0.985,1.21E-41,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,1,,1,1.287963004
Clstn2,3.36E-132,0.666011357,0.78,0.371,1.18E-127,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.94645809
Clstn3,2.49E-14,0.256010726,0.982,0.995,8.78E-10,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,1.291766583
Cnr1,2.07E-269,1.335694629,1,0.917,7.28E-265,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,3.802636451
Cplx1,6.69E-115,-0.529604216,0.989,1,2.36E-110,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,0.588837976
Cplx2,2.03E-39,0.364448801,0.973,0.969,7.15E-35,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.439720217
Cplx3,2.03E-32,0.27631334,0.236,0.068,7.17E-28,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,1.318260863
Crh,2.35E-259,2.776117439,0.883,0.327,8.27E-255,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,,,1,1,16.0565592
Ctnnb1,2.27E-21,0.299050393,0.846,0.9,7.99E-17,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,,1,1.348577581
Ctnnd2,3.24E-150,-0.373375774,0.973,1,1.14E-145,ALM,VIP vs SST,GABA,GABA ALM VIP vs SST,1,,1,1,0.688406499
