Gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,brain_region,Subclass,Class,Comparison,Count,CCA,RCCA,RTSS,,,GO Cell-Cell Adhesion,GO Regulation of Cell-Cell Adhesion,GO Regulation of trans-synaptic signaling
Scn1b,0,-0.818069225,0.943,0.999,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Scn2a1,3.73E-182,0.637789359,0.977,0.917,1.31E-177,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Scn3a,5.91E-134,0.349129746,0.76,0.439,2.08E-129,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Scn3b,4.36E-76,0.329933336,0.668,0.39,1.54E-71,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Scn8a,1.74E-159,-0.419509247,0.958,0.999,6.13E-155,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sdc2,1.32E-59,0.383171538,0.496,0.26,4.64E-55,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sdcbp,7.35E-96,-0.336115816,0.937,0.994,2.59E-91,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sdhb,4.27E-214,-0.367700124,0.999,1,1.50E-209,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sdhd,4.76E-289,-0.55305127,0.955,1,1.68E-284,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sec11c,6.63E-134,-0.37132261,0.954,0.999,2.34E-129,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sec61a2,6.06E-30,0.290826784,0.916,0.961,2.13E-25,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Selk,1.09E-136,0.299119308,1,1,3.84E-132,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Selm,6.69E-139,-0.311463827,0.999,1,2.36E-134,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sema3c,0,1.076614115,0.777,0.044,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sema5a,6.84E-12,0.276392826,0.541,0.493,2.41E-07,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sema5b,2.84E-161,0.341125823,0.527,0.07,1.00E-156,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
4-Sep,2.63E-289,-0.732747484,0.719,0.987,9.26E-285,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Serinc1,4.78E-124,0.296753418,1,1,1.68E-119,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Serp2,7.97E-242,-0.42029253,0.987,1,2.81E-237,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Serpine2,1.44E-192,1.428264539,0.647,0.135,5.09E-188,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,1,,,,,
Serpini1,5.13E-239,-1.010694276,0.928,0.996,1.81E-234,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sez6,0,1.437364267,0.95,0.485,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sf3b1,2.06E-68,0.369154515,0.993,0.997,7.24E-64,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sfxn1,1.78E-98,0.400818874,0.954,0.962,6.26E-94,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sgk1,7.10E-14,0.366642674,0.815,0.885,2.50E-09,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sgtb,6.20E-76,-0.271739399,0.688,0.942,2.18E-71,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sh3bgrl,0,1.684723085,0.995,0.747,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sh3gl2,5.99E-128,-0.429273068,0.785,0.987,2.11E-123,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sh3gl3,0,0.78586517,0.909,0.381,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Shisa6,5.94E-261,0.367160329,0.639,0.02,2.09E-256,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Shroom2,6.70E-65,-0.254663596,0.68,0.933,2.36E-60,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sirpa,5.31E-165,-0.38148159,0.613,0.966,1.87E-160,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Sirt3,6.87E-238,-0.512238521,0.726,0.987,2.42E-233,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slbp,8.77E-206,-0.439784351,0.715,0.99,3.09E-201,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc18a3,3.66E-95,0.331234884,0.279,0.003,1.29E-90,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc1a1,4.48E-77,-0.257341903,0.718,0.951,1.58E-72,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Slc1a2,0,0.863222074,0.832,0.191,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc24a2,0,-0.930175923,0.883,0.998,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Slc24a3,3.25E-306,0.966875663,0.975,0.639,1.15E-301,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a11,5.19E-234,-0.516124849,0.955,1,1.83E-229,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a3,0,-0.427699092,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a33,1.28E-152,-0.396820544,0.74,0.975,4.50E-148,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a39,6.31E-124,-0.322710157,0.774,0.987,2.22E-119,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a4,0,-0.4491805,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc25a5,0,-0.741289022,0.999,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc2a13,6.67E-157,0.659265485,0.984,0.957,2.35E-152,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc30a3,7.25E-206,-0.45186726,0.333,0.844,2.55E-201,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc35b4,1.04E-101,-0.261868903,0.452,0.858,3.66E-97,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc35f1,1.80E-73,0.406778994,0.807,0.679,6.32E-69,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc35f3,1.88E-283,-0.483742025,0.339,0.939,6.63E-279,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc35f4,6.14E-90,0.400728574,0.748,0.514,2.16E-85,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc35g2,2.00E-123,-0.381425309,0.752,0.988,7.03E-119,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc38a1,3.12E-120,-0.355435227,0.949,0.998,1.10E-115,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc3a2,8.54E-81,-0.31821652,0.911,0.995,3.01E-76,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc44a5,4.79E-74,0.295723267,0.597,0.33,1.69E-69,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc5a7,4.29E-109,0.385584264,0.312,0.002,1.51E-104,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc6a1,8.33E-296,-0.720579456,1,1,2.93E-291,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Slc6a17,2.39E-95,-0.252472648,0.924,1,8.42E-91,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc7a3,2.14E-19,0.274403068,0.663,0.578,7.52E-15,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slc8a1,3.83E-106,-0.372425392,0.649,0.921,1.35E-101,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Slit2,0,-0.428424648,0.036,0.829,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,1,,,,,,,
Slitrk2,1.33E-28,0.287501876,0.795,0.752,4.67E-24,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,1,,,,,,,
Slmo2,4.79E-156,-0.368558467,0.803,0.986,1.69E-151,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Smarca2,3.59E-39,0.274331438,0.96,0.971,1.26E-34,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Smim13,2.52E-300,-0.771034099,0.879,0.999,8.88E-296,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Snap25,0,-0.630205512,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Snca,5.57E-229,0.689252079,0.984,0.756,1.96E-224,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Sncb,0,-0.515065111,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Snhg11,1.41E-41,0.253341207,1,1,4.97E-37,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Snhg4,1.37E-198,-0.459967733,0.55,0.977,4.81E-194,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Snx2,4.76E-86,-0.289776753,0.842,0.985,1.68E-81,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Snx3,3.62E-146,0.319091893,1,1,1.27E-141,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sobp,1.40E-182,0.477212273,0.964,0.869,4.94E-178,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Socs2,4.36E-149,0.555192512,0.695,0.322,1.53E-144,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Soga3,1.29E-91,0.306843974,0.986,0.989,4.53E-87,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Son,4.40E-100,0.338453202,1,1,1.55E-95,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sorcs1,0,0.593147156,0.746,0.045,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sorcs3,0,1.00873275,0.97,0.074,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Sostdc1,2.09E-191,0.558393052,0.491,0.002,7.35E-187,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sox2ot,6.39E-138,0.642518652,0.831,0.636,2.25E-133,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sox6,0,-0.634788102,0.017,0.972,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sparcl1,2.48E-298,-1.048168629,0.851,1,8.75E-294,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,1,,,,,,,
Spock3,2.32E-176,-0.560520214,0.895,0.998,8.15E-172,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sqle,1.95E-19,0.278001451,0.548,0.489,6.86E-15,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sqstm1,1.55E-224,0.562282508,1,0.999,5.47E-220,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Srebf2,3.10E-139,0.362950155,0.874,0.657,1.09E-134,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Srrm1,1.83E-46,0.310381604,0.981,0.993,6.45E-42,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Srsf7,8.81E-66,0.283980298,0.994,0.998,3.10E-61,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Srxn1,1.71E-07,0.336182916,0.892,0.971,0.006014565,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ssbp2,4.44E-88,-0.288765021,0.9,0.998,1.56E-83,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sstr2,2.48E-44,0.36455569,0.425,0.221,8.74E-40,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
St3gal6,0,-0.808490657,0.117,0.92,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
St8sia3,4.02E-76,0.379504137,0.935,0.938,1.41E-71,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
St8sia4,2.07E-173,-0.277657579,0.233,0.779,7.30E-169,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
St8sia5,1.10E-135,0.541228962,0.93,0.913,3.87E-131,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stambpl1,1.16E-191,-0.412084406,0.569,0.972,4.08E-187,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stmn1,2.15E-50,-0.253129975,0.999,1,7.56E-46,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stmn2,1.42E-47,-0.379798384,0.988,1,5.01E-43,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stmn3,0,-0.604636302,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stmn4,6.30E-69,-0.301246171,0.9,0.996,2.22E-64,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Strbp,2.00E-133,-0.380807612,0.989,1,7.05E-129,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Stxbp6,3.90E-149,-0.538341099,0.167,0.597,1.37E-144,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sub1,1.63E-168,0.385268849,1,1,5.75E-164,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sucla2,5.05E-215,-0.451899229,0.984,0.999,1.78E-210,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Suclg1,3.59E-171,-0.349665444,0.986,0.999,1.26E-166,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sult4a1,2.47E-127,-0.407797115,0.977,0.999,8.71E-123,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Susd4,3.65E-102,0.513439985,0.885,0.791,1.29E-97,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sv2a,1.47E-84,-0.293855567,0.978,0.997,5.19E-80,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Syn2,3.38E-84,0.374036204,0.998,0.999,1.19E-79,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Synpr,0,3.106557313,1,0.333,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Syt2,1.35E-238,-0.387431016,0.04,0.574,4.77E-234,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Syt3,6.35E-152,-0.337635423,0.516,0.908,2.24E-147,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Syt5,2.64E-258,0.812800784,0.959,0.698,9.29E-254,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Sytl2,0,-0.554400176,0.17,0.893,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tac1,0,-2.722644403,0.073,0.845,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Tac2,1.91E-243,3.372099643,0.679,0.104,6.72E-239,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Tagln3,1.76E-268,0.603059753,0.999,0.986,6.20E-264,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tango2,1.57E-245,-0.573127259,0.872,0.996,5.53E-241,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tbrg1,2.98E-44,0.260571568,0.889,0.935,1.05E-39,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tcap,0,-0.839142428,0.033,0.794,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tceal1,6.87E-57,0.258819425,0.984,0.997,2.42E-52,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tcerg1l,6.65E-25,0.293153835,0.395,0.249,2.34E-20,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tcf25,2.80E-90,-0.298578664,0.998,1,9.85E-86,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tcf4,0,0.738931929,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tecr,3.16E-156,-0.258043768,0.999,1,1.11E-151,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tfrc,2.58E-86,-0.285248738,0.654,0.924,9.09E-82,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,1,,,,,,
Th,1.46E-25,-0.933262298,0.03,0.125,5.15E-21,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Thrb,6.80E-29,0.273519553,0.94,0.965,2.40E-24,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Thy1,1.21E-199,0.532878261,0.994,0.998,4.26E-195,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,1,1,,,,,,
Tial1,2.04E-74,0.347415781,0.988,0.987,7.17E-70,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tiam1,9.87E-162,0.447986619,0.983,0.945,3.48E-157,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Timm10,4.55E-120,-0.296923471,0.913,0.998,1.60E-115,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Timm17a,5.12E-142,-0.304569144,0.99,1,1.80E-137,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Timp2,4.23E-111,0.54409825,0.963,0.897,1.49E-106,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Timp3,4.79E-27,0.273770894,0.217,0.083,1.69E-22,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tm6sf1,0,-0.598909352,0.299,0.967,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem11,3.35E-104,-0.255909713,0.881,0.991,1.18E-99,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem130,2.75E-146,0.575690536,0.998,1,9.69E-142,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem132c,0,-0.462109134,0.023,0.893,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem147,3.57E-162,-0.339448657,0.988,1,1.26E-157,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem14c,5.00E-144,-0.306569545,0.79,0.989,1.76E-139,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem158,1.03E-128,0.281495438,0.634,0.271,3.62E-124,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem178,1.06E-162,-0.429197113,0.738,0.994,3.73E-158,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem184c,1.52E-105,-0.33234357,0.666,0.955,5.36E-101,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem196,1.91E-104,0.453224644,0.727,0.419,6.74E-100,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem200a,1.29E-116,0.471311335,0.572,0.202,4.56E-112,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem25,1.39E-162,-0.437010809,0.556,0.942,4.90E-158,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,1,,,,,
Tmem261,2.47E-105,0.335500276,0.929,0.924,8.71E-101,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem30a,2.39E-155,-0.448552484,0.97,1,8.41E-151,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem35,2.15E-72,-0.255691351,0.736,0.972,7.59E-68,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem41a,4.35E-136,-0.303754194,0.495,0.908,1.53E-131,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem44,0,-0.725632669,0.154,0.942,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem50a,1.27E-231,0.551773666,0.984,0.962,4.46E-227,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem50b,1.03E-99,-0.349434041,0.859,0.985,3.62E-95,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem59l,1.54E-196,0.388410585,0.999,1,5.42E-192,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem65,3.35E-142,-0.445523663,0.8,0.99,1.18E-137,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem68,2.95E-20,0.258194209,0.831,0.884,1.04E-15,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmem70,2.28E-93,-0.284903892,0.869,0.987,8.02E-89,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmsb10,0,0.601029531,1,0.785,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmsb4x,0,-0.898226616,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tmx2,0,-0.547237629,0.993,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tnik,5.54E-21,0.252193453,0.898,0.933,1.95E-16,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tomm40,4.35E-127,-0.312307542,0.921,0.996,1.53E-122,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tomm5,6.81E-208,-0.333581069,0.957,1,2.40E-203,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tox3,0,-0.278881037,0.13,0.835,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tpbg,1.40E-53,0.40763814,0.446,0.218,4.94E-49,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tpd52,2.23E-302,-0.641927309,0.503,0.986,7.85E-298,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tpi1,0,-0.557829948,1,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tpm1,4.75E-182,-0.274492139,0.931,0.999,1.67E-177,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Trank1,2.00E-32,0.310582739,0.918,0.949,7.03E-28,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Trnp1,6.75E-305,-0.476062052,0.755,0.99,2.38E-300,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tro,2.65E-106,0.453819456,0.974,0.97,9.34E-102,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Trp53i11,3.79E-196,0.441397012,0.626,0.113,1.34E-191,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Trpc6,9.99E-150,0.411693397,0.457,0.036,3.52E-145,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tsc22d1,0,-0.774397804,0.954,1,0,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tsc22d3,5.10E-166,-0.464922581,0.797,0.983,1.80E-161,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tspan13,2.25E-193,0.571299177,0.995,0.991,7.94E-189,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tspan7,7.73E-107,0.649436563,0.997,1,2.72E-102,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tspyl2,1.63E-74,0.387803796,0.925,0.928,5.75E-70,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tstd3,1.73E-182,-0.38083693,0.561,0.959,6.10E-178,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ttc39b,1.58E-149,-0.357821246,0.554,0.936,5.57E-145,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ttll7,1.75E-141,-0.401454218,0.924,0.996,6.16E-137,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tuba1a,4.89E-129,0.43695793,1,1,1.72E-124,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tuba4a,3.72E-104,-0.332838537,0.955,0.999,1.31E-99,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tubb3,4.77E-182,-0.49539598,0.936,0.999,1.68E-177,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tubb5,1.40E-39,0.251770883,0.985,0.996,4.94E-35,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Tusc3,1.26E-242,0.513069906,0.989,0.988,4.45E-238,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Uba3,6.65E-106,-0.33769462,0.834,0.987,2.34E-101,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ubald1,3.69E-103,0.259516177,0.981,0.991,1.30E-98,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ube2m,1.13E-210,-0.36246816,0.972,0.999,3.97E-206,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
Ube2ql1,1.65E-115,0.450056956,0.995,0.985,5.82E-111,VISp,VIP vs PV,GABA,GABA VISp VIP vs PV,1,,,,,,,,
